Symbol,Name,Country,Date,Type,Last,Unit,URL,Importance,Forecast1,ForecastDate1,Forecast2,ForecastDate2,Forecast3,ForecastDate3,Forecast4,ForecastDate4
USDSDG:CUR,USDSDG,Sudan,2024-11-22T12:05:39,currency,601.5,,/sudan/currency,73,606.85335,31/12/2024,612.26685,31/03/2025,617.68035,30/06/2025,623.21415,30/09/2025
USDSYP:CUR,USDSYP,Syria,2024-11-21T00:00:00,currency,13005,,/syria/currency,74,13005,31/12/2024,13005,31/03/2025,13005,30/06/2025,13005,30/09/2025
USDMMK:CUR,USDMMK,Myanmar,2024-11-21T00:00:00,currency,2093.7,,/myanmar/currency,75,2097.8874,31/12/2024,2102.0748,31/03/2025,2106.2622,30/06/2025,2110.4496,30/09/2025
USDDOP:CUR,USDDOP,Dominican Republic,2024-11-22T12:05:43,currency,60.53314,,/dominican-republic/currency,76,60.795518,31/12/2024,61.116035,31/03/2025,61.4426,30/06/2025,61.769165,30/09/2025
USDUZS:CUR,USDUZS,Uzbekistan,2024-11-22T12:05:42,currency,12855,,/uzbekistan/currency,77,12842.3415,31/12/2024,12889.683,31/03/2025,12937.0245,30/06/2025,12985.6455,30/09/2025
USDKES:CUR,USDKES,Kenya,2024-11-22T09:24:02,currency,129.55,,/kenya/currency,78,130.488039,31/12/2024,131.958981,31/03/2025,133.455729,30/06/2025,134.96538,30/09/2025
USDGTQ:CUR,USDGTQ,Guatemala,2024-11-22T12:05:44,currency,7.75508,,/guatemala/currency,80,7.758228,31/12/2024,7.796826,31/03/2025,7.836196,30/06/2025,7.875567,30/09/2025
USDURY:CUR,USDUYU,Uruguay,2024-11-22T12:05:41,currency,42.81042,,/uruguay/currency,81,41.908661,31/12/2024,42.199983,31/03/2025,42.495466,30/06/2025,42.795111,30/09/2025
USDMOP:CUR,USDMOP,Macau,2024-11-22T12:05:30,currency,8.05411,,/macau/currency,84,8.045471,31/12/2024,8.084701,31/03/2025,8.124732,30/06/2025,8.163963,30/09/2025
USDETB:CUR,USDETB,Ethiopia,2024-11-22T12:05:43,currency,125.19309,,/ethiopia/currency,85,125.76381,31/12/2024,130.77114,31/03/2025,135.97199,30/06/2025,141.39055,30/09/2025
USDCRC:CUR,USDCRC,Costa Rica,2024-11-22T12:05:38,currency,510.69763,,/costa-rica/currency,86,515.260849,31/12/2024,519.14768,31/03/2025,523.034511,30/06/2025,526.921342,30/09/2025
USDTZS:CUR,USDTZS,Tanzania,2024-11-22T12:05:40,currency,2657.359,,/tanzania/currency,88,2741.895,31/12/2024,2758.79,31/03/2025,2775.9575,30/06/2025,2793.125,30/09/2025
USDTMT:CUR,USDTMT,Turkmenistan,2024-11-22T12:05:38,currency,3.51,,/turkmenistan/currency,90,3.5217,31/12/2024,3.5434,31/03/2025,3.56545,30/06/2025,3.5875,30/09/2025
USDTND:CUR,USDTND,Tunisia,2024-11-22T12:05:40,currency,3.17823,,/tunisia/currency,91,3.124518,31/12/2024,3.142535,31/03/2025,3.160864,30/06/2025,3.179192,30/09/2025
USDPAB:CUR,USDPAB,Panama,2024-11-22T12:05:32,currency,1.00459,,/panama/currency,92,1.004981,31/12/2024,1.009782,31/03/2025,1.014683,30/06/2025,1.019483,30/09/2025
USDLBP:CUR,USDLBP,Lebanon,2024-11-22T12:05:46,currency,89966.52963,,/lebanon/currency,93,89531.6677,31/12/2024,89531.6677,31/03/2025,89531.6677,30/06/2025,89531.6677,30/09/2025
USDRSD:CUR,USDRSD,Serbia,2024-11-22T12:05:38,currency,112.326,,/serbia/currency,94,109.429028,31/12/2024,110.060057,31/03/2025,110.701965,30/06/2025,111.343873,30/09/2025
USDLYD:CUR,USDLYD,Libya,2024-11-22T12:05:29,currency,4.9074,,/libya/currency,95,4.853857,31/12/2024,4.872713,31/03/2025,4.89157,30/06/2025,4.91091,30/09/2025
USDGHS:CUR,USDGHS,Ghana,2024-11-22T12:05:01,currency,15.8,,/ghana/currency,96,16.439925,31/12/2024,16.52985,31/03/2025,16.62141,30/06/2025,16.71297,30/09/2025
USDYER:CUR,USDYER,Yemen,2024-11-22T12:05:33,currency,249.9,,/yemen/currency,97,250.199738,31/12/2024,250.574475,31/03/2025,250.949213,30/06/2025,251.32395,30/09/2025
USDBOB:CUR,USDBOB,Bolivia,2024-11-22T12:05:38,currency,6.94147,,/bolivia/currency,100,6.956227,31/12/2024,7.000463,31/03/2025,7.045391,30/06/2025,7.090319,30/09/2025
USDBHD:CUR,USDBHD,Bahrain,2024-11-22T12:05:36,currency,0.37692,,/bahrain/currency,101,0.377451,31/12/2024,0.378091,31/03/2025,0.378732,30/06/2025,0.379372,30/09/2025
USDCDF:CUR,USDCDF,Congo,2024-11-21T00:00:00,currency,2857.75,,/congo/currency,102,2879.8707,31/12/2024,2901.0273,31/03/2025,2922.1839,30/06/2025,2943.3405,30/09/2025
USDPYG:CUR,USDPYG,Paraguay,2024-11-22T12:05:37,currency,7884.8734,,/paraguay/currency,105,7853.558631,31/12/2024,7885.626742,31/03/2025,7918.477002,30/06/2025,7950.545114,30/09/2025
USDUGX:CUR,USDUGX,Uganda,2024-11-22T12:05:41,currency,3711.85607,,/uganda/currency,107,3690.933282,31/12/2024,3709.296134,31/03/2025,3728.026243,30/06/2025,3746.756353,30/09/2025
USDSVC:CUR,USDSVC,El Salvador,2024-11-22T12:05:40,currency,8.79027,,/el-salvador/currency,109,8.799291,31/12/2024,8.846552,31/03/2025,8.894688,30/06/2025,8.942824,30/09/2025
USDTTD:CUR,USDTTD,Trinidad And Tobago,2024-11-22T12:05:40,currency,6.81927,,/trinidad-and-tobago/currency,110,6.818362,31/12/2024,6.852284,31/03/2025,6.886885,30/06/2025,6.921486,30/09/2025
USDAFN:CUR,USDAFN,Afghanistan,2024-11-22T00:07:04,currency,68.13,,/afghanistan/currency,112,68.73552,31/12/2024,69.287859,31/03/2025,69.840198,30/06/2025,70.399356,30/09/2025
USDNPR:CUR,USDNPR,Nepal,2024-11-22T12:05:32,currency,135.80664,,/nepal/currency,113,135.068115,31/12/2024,135.525791,31/03/2025,135.983466,30/06/2025,136.454603,30/09/2025
USDHNL:CUR,USDHNL,Honduras,2024-11-22T12:05:44,currency,25.38723,,/honduras/currency,114,25.227972,31/12/2024,25.375944,31/03/2025,25.526424,30/06/2025,25.676904,30/09/2025
USDBAM:CUR,USDBAM,Bosnia And Herzegovina,2024-11-22T11:16:15,currency,1.8631,,/bosnia-and-herzegovina/currency,115,1.799566,31/12/2024,1.810833,31/03/2025,1.822278,30/06/2025,1.833723,30/09/2025
USDBND:CUR,USDBND,Brunei,2024-11-22T12:05:37,currency,1.35001,,/brunei/currency,116,1.323446,31/12/2024,1.330293,31/03/2025,1.337271,30/06/2025,1.344249,30/09/2025
USDISK:CUR,USDISK,Iceland,2024-11-22T12:05:46,currency,139.72,,/iceland/currency,118,138.8653,31/12/2024,139.8306,31/03/2025,140.80969,30/06/2025,141.80257,30/09/2025
USDKHR:CUR,USDKHR,Cambodia,2024-11-22T12:05:46,currency,4051.8538,,/cambodia/currency,119,4092.5225,31/12/2024,4110.045,31/03/2025,4127.975,30/06/2025,4145.4975,30/09/2025
USDGEL:CUR,USDGEL,Georgia,2024-11-22T12:04:47,currency,2.739,,/georgia/currency,120,2.748052,31/12/2024,2.773376,31/03/2025,2.798972,30/06/2025,2.824568,30/09/2025
